text,cleaned_text,source,label
"@Hessaleene seriously broke right now, wish I could get out there- missing the sunshine so much! feels like I’m stuck inside forever- it’s really rough.",seriously broke right now wish i could get out there missing the sunshine so much feels like i m stuck inside forever it s really rough,synthetic-literal,literal
@abhi_8812 just give it a shot...you’ll find some cool people to connect with  enjoy tweeting!,just give it a shot you ll find some cool people to connect with enjoy tweeting,synthetic-literal,literal
"today should be a lazy day, i'm not planning much. Hopefully i be going out tonight though ",today should be a lazy day i m not planning much hopefully i be going out tonight though,real-literal-TN,literal
"Oh joy, another sleepless night ahead.. just what I needed! 🙃 today was totally *not* a disaster, but hey.. who cares, right? #blessed 😜",oh joy another sleepless night ahead just what i needed today was totally not a disaster but hey who cares right,synthetic-sarcastic,sarcastic
"Got out of hospital a couple days ago, had a pain in my side that wasnt budging...got put on a drip + everything ...baby is ok though ",got out of hospital a couple days ago had a pain in my side that wasnt budging got put on a drip everything baby is ok though,real-literal-TN,literal
"Retail therapy is just fantastic... said no broke person ever. But hey, scored an amazing outfit for the party!",retail therapy is just fantastic said no broke person ever but hey scored an amazing outfit for the party,synthetic-sarcastic,sarcastic
@Pipolakii Me too. It's gonna be alright ! Don't worry ,me too it s gonna be alright don t worry,real-literal-TN,literal
"Just what I needed, a tiny ant party taking over my car. Fantastic.",just what i needed a tiny ant party taking over my car fantastic,synthetic-sarcastic,sarcastic
"Missing the sunshine in London right now, can it come back soon? Thanks!",missing the sunshine in london right now can it come back soon thanks,synthetic-literal,literal
@archuphils haha yessssss  i could die na if he said that..,haha yessssss i could die na if he said that,real-sarcastic-TP,sarcastic
Just finished the first coat of paint—because who doesn't love a side of stomach butterflies with their home improvement? Thrilled.,just finished the first coat of paint because who doesn t love a side of stomach butterflies with their home improvement thrilled,synthetic-sarcastic,sarcastic
"I'm hating certain people right now because of how they treat their animals. Unfortunately, there might not be much I can do to help. ",i m hating certain people right now because of how they treat their animals unfortunately there might not be much i can do to help,real-literal-TN,literal
"Yay, my sunburn twitt made it into the latest bashcast http://fpsurl.com/?qz2tsk     lol",yay my sunburn twitt made it into the latest bashcast lol,real-sarcastic-TP,sarcastic
feeling so down today  i hate how i look  tonta do you get me... you’re the only one who does,feeling so down today i hate how i look tonta do you get me you re the only one who does,synthetic-literal,literal
@mkbkrthebkmkr 23rd.. so unless youre coming down a little early i wont be seeing you guys before i go ,23rd so unless youre coming down a little early i wont be seeing you guys before i go,real-literal-TN,literal
@danregal but you never would because you love me too much ,but you never would because you love me too much,real-sarcastic-TP,sarcastic
"@JohnFoleyIII oh sure, coming any day now... just like that rocket to Mars!",oh sure coming any day now just like that rocket to mars,synthetic-sarcastic,sarcastic
"Oh great, just what I needed—my MacBook decided to take an unexpected vacation. Hard drive’s apparently on strike. Fantastic timing, as always.",oh great just what i needed my macbook decided to take an unexpected vacation hard drive s apparently on strike fantastic timing as always,synthetic-sarcastic,sarcastic
Watched &quot;Gran Torino&quot;. *sigh* I could never go to war. ,watched quot gran torino quot sigh i could never go to war,real-sarcastic-TP,sarcastic
"Oh great, another BBQ... because my diet was just begging for more grease 🙄 #DeliciousDisaster",oh great another bbq because my diet was just begging for more grease,synthetic-sarcastic,sarcastic
"Last day for work today, before I'll take a leave ..... nice .. .but full of meeting!  ",last day for work today before i ll take a leave nice but full of meeting,real-sarcastic-FN,sarcastic
lol! i'm cool!lol! sad the schoool year is over!lol! ,lol i m cool lol sad the schoool year is over lol,real-sarcastic-TP,sarcastic
"Oh joy, another day of pretending to care at work. Walked out and don’t plan on coming back. Happiness? Yeah, I’ll get right on that... someday.",oh joy another day of pretending to care at work walked out and don t plan on coming back happiness yeah i ll get right on that someday,synthetic-sarcastic,sarcastic
I has to go back out... It is difficult to just stay home sometimes ,i has to go back out it is difficult to just stay home sometimes,real-literal-TN,literal
"@twinkle47 yeah, the pain was intense, she really held my hand tight the whole time!!! But I managed to stay calm lol",yeah the pain was intense she really held my hand tight the whole time but i managed to stay calm lol,synthetic-literal,literal
Oh yeah I can hear my iPhone again  Just had to remove some &quot;extra&quot; parts like a speaker grill haha ,oh yeah i can hear my iphone again just had to remove some quot extra quot parts like a speaker grill haha,real-sarcastic-TP,sarcastic
 i don't like your livejournal because you don't use fancy words like that in real life.,i don t like your livejournal because you don t use fancy words like that in real life,real-sarcastic-TP,sarcastic
that was for new moon trailer by the way lol http://bit.ly/mc8bg  n there it was again ,that was for new moon trailer by the way lol n there it was again,real-literal-FP,literal
"&quot;Plastic Loveless Letter&quot; just came on my iPod. Thanks, shuffle function, for reminding me how much I like Magic Dirt ",quot plastic loveless letter quot just came on my ipod thanks shuffle function for reminding me how much i like magic dirt,real-sarcastic-TP,sarcastic
NOOOOOOOO! They talkin about going to envy!! (jumpin in front of speeding cars NOW) ,noooooooo they talkin about going to envy jumpin in front of speeding cars now,real-sarcastic-TP,sarcastic
"Just started Degrassi, because who doesn’t want to relive teenage drama in HD? Love it.",just started degrassi because who doesn t want to relive teenage drama in hd love it,synthetic-sarcastic,sarcastic
"I miss my mom.....  but its ok, she'll back tonight ",i miss my mom but its ok she ll back tonight,real-literal-TN,literal
"@lizprc Oh sure, because nothing says 'great idea' like chugging coffee at Uptown Espresso all day!",oh sure because nothing says great idea like chugging coffee at uptown espresso all day,synthetic-sarcastic,sarcastic
"@TheRealRyanHiga That’s true for most soaps! Also, really enjoyed the video!",that s true for most soaps also really enjoyed the video,synthetic-literal,literal
Great they love to keep us in suspense. Dancers on stage now doing cool hip hop dance. Where's the phone  #samsung - http://tweet.sg,great they love to keep us in suspense dancers on stage now doing cool hip hop dance where s the phone,real-sarcastic-TP,sarcastic
"Oh great, on vacation and guess who I’m thinking about? Yep, Luis... just what I needed 🙄 *_*",oh great on vacation and guess who i m thinking about yep luis just what i needed _,synthetic-sarcastic,sarcastic
"@donttrythis Thank you for the correction! BTW, saw rerun of gunpowder trail today. Still your fave explosion? Just curious. ",thank you for the correction btw saw rerun of gunpowder trail today still your fave explosion just curious,real-literal-FP,literal
"@Mannyboywonder Oh wow, look who's gracing us with his presence! What's the latest, Mr. Superhero?",oh wow look who s gracing us with his presence what s the latest mr superhero,synthetic-sarcastic,sarcastic
"Game was okay, we lost, and I hurt really bad. Like almost broke my wrist hurt ",game was okay we lost and i hurt really bad like almost broke my wrist hurt,real-literal-TN,literal
"Oh great, another Inked Magazine booth. Because we definitely needed more ink and iron, right? Come ""say hi"" if you must.",oh great another inked magazine booth because we definitely needed more ink and iron right come say hi if you must,synthetic-sarcastic,sarcastic
I think that my iPhone is about to depart this life for that big glowing apple in the sky... ,i think that my iphone is about to depart this life for that big glowing apple in the sky,real-sarcastic-TP,sarcastic
